Time	Cycle	PC	Insn	Decoded instruction	Register and memory contents
         457000	       447	800017e2	d2e6	c.swsp	x25,100(x2)	  x2:0x80000080 x25:0x00000000 PA:0x800000e4 store:0x00000000 load:0x00000000
         459000	       449	800017e4	d4ea	c.swsp	x26,104(x2)	  x2:0x80000080 x26:0x00000000 PA:0x800000e8 store:0x00000000 load:0x00000000
         461000	       451	800017e6	d6ee	c.swsp	x27,108(x2)	  x2:0x80000080 x27:0x00000000 PA:0x800000ec store:0x00000000 load:0x00000000
         463000	       453	800017e8	d8f2	c.swsp	x28,112(x2)	  x2:0x80000080 x28:0xf142b8eb PA:0x800000f0 store:0xf142b8eb load:0x00000000
         465000	       455	800017ea	daf6	c.swsp	x29,116(x2)	  x2:0x80000080 x29:0x80000324 PA:0x800000f4 store:0x80000324 load:0x00000000
         467000	       457	800017ec	dcfa	c.swsp	x30,120(x2)	  x2:0x80000080 x30:0xffffffff PA:0x800000f8 store:0xffffffff load:0x00000000
         469000	       459	800017ee	defe	c.swsp	x31,124(x2)	  x2:0x80000080 x31:0x0000000b PA:0x800000fc store:0x0000000b load:0x00000000
         470000	       460	800017f0	34102173	csrrs	x2,mepc,x0	  x0:0x00000000  x2=0x80000326
         471000	       461	800017f4	0111	c.addi	x2,4	  x2:0x80000326  x2=0x8000032a
         472000	       462	800017f6	34111073	csrrw	x0,mepc,x2	  x2:0x8000032a  x0=0x00000000
         473000	       463	800017fa	30200073	mret	
         477000	       467	8000032a	00002f17	auipc	x30,0x2	 x30=0x8000232a
         479000	       469	8000032e	cc3f2b23	sw	x3,-810(x30)	 x30:0x8000232a  x3:0x00000001 PA:0x80002000 store:0x00000001 load:0x00000000
